user_id,recharge_frequency,bill_payment_regularity,upi_transaction_count,wallet_usage_score,monthly_savings_pct,ecommerce_frequency,bank_balance_stability,monthly_income,credit_score,risk_profile,recommended_allocation
SU0176,25,72.53,140,69.18,29.17,47,71.3,73249,724,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0177,5,28.59,47,24.07,8.74,19,26.71,5000,483,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0178,25,83.04,160,79.46,31.61,57,72.32,110350,745,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0179,23,68.19,131,73.96,33.06,44,76.71,52378,749,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0180,12,48.05,89,44.26,13.07,31,28.6,41030,523,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0181,10,50.31,70,41.25,13.07,21,35.4,7465,528,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0182,7,19.28,76,38.66,4.33,12,28.12,5000,468,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0183,24,85.88,137,74.56,36.11,52,100.0,123688,824,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0184,10,29.15,45,32.85,3.71,21,9.54,40792,440,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0185,8,25.52,92,40.75,10.46,16,22.78,33732,502,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0186,13,37.47,97,42.28,15.28,27,69.24,41824,561,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0187,22,95.94,126,95.9,31.89,47,78.93,93394,787,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0188,24,68.9,136,59.93,34.74,44,74.59,112721,764,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0189,7,40.72,16,29.45,11.86,13,20.46,44275,458,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0190,14,37.6,87,35.09,10.21,27,32.63,82840,515,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0191,7,12.88,49,44.87,3.31,12,0.0,55542,400,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0192,5,39.63,39,25.28,3.65,20,19.95,35568,461,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0193,14,66.18,99,50.45,15.45,29,44.36,31489,574,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0194,20,55.85,115,49.59,21.62,29,55.18,55792,617,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0195,5,24.83,7,22.27,7.4,17,7.77,26581,410,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0196,15,50.75,81,49.89,22.85,31,47.88,55128,584,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0197,7,30.78,55,31.93,13.54,18,25.44,19717,436,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0198,7,22.13,43,0.0,10.16,15,28.17,45182,461,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0199,12,58.54,89,50.13,18.19,35,43.15,130127,559,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0200,15,36.3,63,44.26,12.25,31,30.5,49342,522,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0201,24,97.07,158,88.58,31.84,55,83.25,110202,795,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0202,17,46.47,92,62.77,14.05,29,62.44,36736,597,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0203,8,31.81,68,32.03,8.07,14,33.15,78094,455,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0204,19,75.52,131,73.85,27.7,50,60.61,114283,728,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0205,14,48.3,94,37.28,18.18,33,46.58,87715,580,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0206,14,60.84,99,69.76,37.8,36,39.21,121267,675,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0207,12,39.28,82,35.16,9.56,30,37.91,46292,510,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0208,19,71.9,114,49.49,24.67,35,58.16,78638,718,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0209,7,12.99,35,21.56,0.51,18,8.42,74774,344,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0210,14,59.02,130,73.0,22.45,43,51.26,98675,611,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0211,15,42.52,69,45.17,14.79,20,37.49,5035,586,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0212,9,34.11,69,43.5,12.14,17,37.37,50699,515,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0213,18,50.59,119,43.91,18.4,34,64.7,57447,638,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0214,6,40.46,54,36.31,6.65,25,11.24,57927,468,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0215,15,42.27,68,38.08,15.08,22,37.62,72499,554,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0216,15,55.98,77,59.56,17.55,42,52.44,36927,610,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0217,23,68.72,149,70.04,25.83,42,80.14,102254,711,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0218,17,47.5,116,65.94,22.64,30,62.41,88594,658,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0219,7,24.69,55,39.43,13.26,20,36.17,60403,494,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0220,11,38.63,101,37.3,19.08,26,50.37,76804,595,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0221,5,30.88,24,32.14,5.23,5,12.37,69302,454,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0222,12,44.67,79,62.95,16.31,28,61.37,74104,588,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0223,16,44.77,102,43.83,12.45,34,49.59,70091,551,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0224,20,88.4,127,54.52,33.1,47,65.87,131373,774,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0225,10,63.86,90,53.55,15.99,26,45.59,124006,556,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0226,12,45.27,78,31.56,14.92,18,47.5,71266,549,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0227,19,49.44,113,55.67,28.25,34,52.87,85121,639,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0228,11,38.21,100,49.58,15.76,26,54.55,72260,554,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0229,19,81.61,137,57.23,21.3,43,55.97,93243,709,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0230,15,46.86,84,42.46,17.01,27,35.27,63529,567,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0231,16,48.15,61,49.72,21.26,23,58.74,125165,599,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0232,13,50.29,65,58.67,15.22,22,32.62,42662,530,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0233,17,60.13,106,50.35,17.27,30,59.93,98944,621,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0234,12,40.49,64,34.32,20.09,33,50.43,62113,532,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0235,18,63.08,110,47.57,26.25,43,50.4,46597,645,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0236,6,31.52,48,27.11,5.98,21,21.4,30609,441,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0237,13,34.44,109,35.25,11.15,28,39.46,51388,585,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0238,14,49.46,85,33.79,21.03,33,53.52,83606,578,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0239,25,69.73,143,83.37,29.94,42,100.0,110868,723,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0240,21,57.99,127,72.44,28.15,43,63.37,66728,728,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0241,10,36.49,85,39.43,16.66,19,48.53,96929,548,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0242,26,84.76,148,79.18,25.07,48,80.29,134744,768,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0243,14,50.32,117,54.98,21.37,47,53.83,114072,613,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0244,20,59.89,113,70.35,28.72,41,64.39,96389,663,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0245,20,69.99,133,73.09,30.57,37,59.18,93447,754,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0246,26,69.95,160,51.43,33.72,51,85.44,126863,769,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0247,12,57.61,95,50.5,13.04,29,49.85,59711,538,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0248,25,88.18,157,78.69,36.36,41,66.01,106838,791,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0249,9,33.12,67,31.82,14.11,30,46.09,45502,542,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0250,24,69.86,147,69.51,24.26,49,73.07,60826,736,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0251,17,62.44,114,65.12,20.16,37,55.97,84067,626,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0252,17,35.54,111,55.91,22.97,31,71.9,66255,602,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0253,16,46.02,67,56.9,18.13,22,18.62,52246,526,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0254,23,100.0,137,85.34,29.58,54,92.78,113476,837,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0255,21,59.1,132,57.85,27.32,37,49.76,114716,671,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0256,17,55.02,116,53.45,15.05,18,58.75,56544,575,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0257,16,56.45,77,20.63,14.9,41,41.96,60351,578,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0258,5,32.64,34,17.15,0.0,9,5.11,8604,398,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0259,23,81.48,100,55.48,25.42,45,87.5,76405,711,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0260,7,8.12,48,34.43,16.64,22,51.95,29734,449,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0261,21,80.01,155,72.86,38.4,47,71.72,95562,742,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0262,20,96.55,132,75.19,29.55,46,74.86,110690,782,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0263,18,64.15,111,70.9,20.41,32,58.61,87920,661,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0264,8,16.36,8,30.41,8.95,10,48.67,15961,450,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0265,9,28.24,43,51.3,10.64,16,0.06,71628,456,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0266,19,41.41,107,56.02,15.09,39,58.75,98884,621,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0267,14,65.71,108,39.86,18.69,28,44.66,51702,593,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0268,4,10.64,53,18.3,12.2,7,0.0,63351,390,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0269,12,51.27,92,46.74,15.55,36,46.2,78837,602,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0270,10,13.93,40,31.87,4.48,10,44.68,31723,482,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0271,12,31.51,50,29.13,13.85,19,29.1,62671,460,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0272,17,69.51,100,51.09,22.67,31,64.13,75162,645,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0273,3,22.28,22,23.22,4.42,11,35.62,47677,430,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0274,9,24.97,30,28.51,11.3,9,30.41,50386,496,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0275,13,30.4,63,50.99,18.37,22,43.3,51385,579,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0276,17,39.04,132,63.2,30.74,36,37.16,29052,614,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0277,16,35.07,86,59.55,17.94,29,38.99,80153,599,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0278,13,28.55,55,26.94,9.46,21,38.32,32449,493,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0279,13,59.28,86,61.57,25.38,38,50.21,88800,643,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0280,15,51.41,81,42.5,20.37,41,61.42,90808,622,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0281,8,49.05,77,21.54,6.92,24,34.94,40490,469,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0282,18,43.39,63,38.36,20.75,29,76.87,96285,614,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0283,27,80.08,147,78.49,38.01,47,77.29,115693,816,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0284,8,18.79,55,44.16,12.01,17,48.85,48575,484,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0285,20,75.66,128,57.77,26.01,42,67.36,86243,696,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0286,24,100.0,150,76.0,29.09,56,100.0,150000,774,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0287,11,14.77,34,32.43,11.56,22,17.69,30152,462,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0288,8,27.72,47,39.27,16.2,17,33.4,38415,488,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0289,21,83.2,122,63.21,23.56,46,65.83,64758,688,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0290,11,18.94,52,30.15,11.26,25,35.09,67435,468,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0291,9,36.07,72,19.4,9.38,22,45.07,30951,501,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0292,10,48.32,50,32.13,10.63,21,40.65,40883,496,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0293,23,75.48,145,83.39,31.3,41,89.34,87948,768,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0294,10,34.86,58,32.85,12.24,12,21.31,45762,437,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0295,10,39.84,57,18.3,9.08,9,12.36,5000,492,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0296,14,63.7,82,57.3,13.06,27,44.41,6691,586,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0297,25,77.75,160,68.97,25.33,50,77.91,116905,733,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0298,17,52.22,106,70.8,23.85,27,55.31,26589,577,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0299,15,44.04,107,66.87,18.9,29,41.74,95408,621,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0300,26,90.64,130,77.57,40.0,50,95.25,147548,827,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0301,12,25.46,35,25.54,22.3,18,34.82,52363,500,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0302,15,57.15,118,81.36,31.69,38,76.79,114577,710,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0303,9,32.62,66,37.77,7.69,16,31.75,46390,503,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0304,16,49.07,109,50.35,23.57,28,61.89,115110,629,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0305,21,75.53,129,79.45,32.93,44,79.42,87003,740,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0306,18,76.04,118,57.37,22.71,32,40.51,11375,644,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0307,17,52.2,94,66.1,19.58,27,57.83,72278,631,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0308,13,28.89,69,28.71,17.28,18,56.38,91748,565,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0309,9,40.23,66,35.75,10.79,19,33.1,58473,497,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0310,9,32.39,83,20.63,11.26,13,40.81,32107,530,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0311,22,94.06,145,82.62,26.33,40,87.99,115305,783,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0312,12,41.95,67,41.29,17.84,16,43.99,82159,548,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0313,13,40.77,59,46.91,15.51,23,45.49,59425,598,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0314,17,46.78,145,61.33,27.75,32,71.18,150000,710,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0315,11,23.98,82,38.9,16.14,22,49.34,44790,565,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0316,11,22.35,84,33.18,16.16,32,24.48,83442,484,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0317,14,48.28,131,53.08,16.91,19,47.46,82161,651,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0318,16,37.29,101,65.7,23.05,29,48.7,53646,601,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0319,18,75.62,99,55.86,24.42,48,58.36,75713,664,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0320,10,31.34,56,38.95,5.38,20,46.59,71754,438,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0321,25,80.22,141,82.9,36.06,48,73.86,114442,786,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0322,12,48.93,102,56.53,19.49,33,40.63,87662,558,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0323,10,44.63,67,24.59,9.13,24,47.95,14606,524,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0324,27,72.69,143,63.88,28.86,57,63.69,124821,718,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0325,18,60.97,113,60.41,29.74,40,47.69,103209,703,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0326,23,86.78,165,50.39,30.01,41,85.79,99521,780,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0327,30,91.42,170,97.22,27.54,46,89.78,126369,884,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0328,20,67.84,129,71.34,26.8,43,75.86,85003,687,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0329,17,61.75,116,54.37,26.51,26,50.03,61877,681,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0330,18,66.74,133,42.66,24.98,38,50.04,84762,615,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0331,25,76.33,141,51.45,28.68,39,58.27,86524,725,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0332,5,9.68,44,21.84,9.6,15,14.58,84317,392,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0333,5,39.35,38,42.27,8.97,7,3.38,53609,425,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0334,11,23.05,65,24.5,14.33,18,32.53,19340,473,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0335,21,79.12,131,70.5,14.34,30,58.01,137852,658,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0336,10,38.6,79,36.88,22.27,24,42.71,47293,514,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0337,5,29.02,37,25.13,9.33,5,22.81,34420,419,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0338,13,46.74,98,52.87,24.71,21,44.04,79184,592,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0339,15,64.37,93,49.08,17.64,42,58.89,24375,649,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0340,15,56.14,128,55.82,18.81,43,60.42,82252,646,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0341,10,44.87,71,50.28,12.58,19,36.32,35808,554,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0342,14,74.89,97,56.08,21.21,50,59.26,83162,613,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0343,20,51.81,91,64.76,24.04,28,25.25,84748,598,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0344,25,82.28,149,71.09,37.77,55,89.69,107982,816,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0345,14,47.47,92,66.44,20.34,24,54.51,70293,608,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0346,20,66.52,110,70.22,27.28,41,76.75,121609,679,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0347,17,86.53,121,71.33,30.08,35,53.97,101804,724,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0348,4,11.51,45,26.43,6.03,13,17.77,35480,390,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0349,12,24.71,84,31.06,11.2,20,21.03,53858,470,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0350,26,87.77,143,68.94,33.13,42,80.6,142978,792,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0351,17,59.14,61,48.11,25.81,37,36.04,77940,599,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0352,15,71.77,105,60.09,24.08,27,39.42,57846,619,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
